Sở Tài nguyên và Môi trường|3922|2020.KS.16|Mở|Đã map|Thủ tục: Gia hạn Giấy phép khai thác tận thu khoáng sản|30||
Sở Tài nguyên và Môi trường|3923|2020.KS.17|Mở|Đã map|Thủ tục: Trả lại Giấy phép khai thác tận thu khoáng sản|31||
Sở Văn hóa, Thể thao và Du lịch|4771|2020.DL.016|Mở|Đã map|Thủ tục cấp thẻ hướng dẫn viên du lịch quốc tế|32|1.004628.000.00.00.H44|Thủ tục cấp thẻ hướng dẫn viên du lịch quốc tế
Sở Văn hóa, Thể thao và Du lịch|4802|2020.DL.019|Mở|Đã map|Thủ tục cấp lại thẻ hướng dẫn viên du lịch|33|1.004614.000.00.00.H44|Thủ tục cấp lại thẻ hướng dẫn viên du lịch
Sở Tư pháp|5569|2020.TVPL.03|Mở|Đã map|Thay đổi nội dung đăng ký hoạt động của Trung tâm tư vấn pháp luật, chi nhánh.|34||
Sở Tư pháp|6103|2020.TVPL.08|Mở|Đã map|Cấp Thẻ tư vấn viên pháp luật|35|1.000426.000.00.00.H44|Cấp thẻ tư vấn viên pháp luật
Sở Tư pháp|6224|2020.TVPL.01|Mở|Đã map|Đăng ký hoạt động của Trung tâm tư vấn pháp luật|36|1.000627.000.00.00.H44|Đăng ký hoạt động của Trung tâm tư vấn pháp luật
Sở Tư pháp|6263|2020.GDTP.001|Mở|Đã map|Bổ nhiệm và cấp thẻ giám định viên tư pháp|37|2.000581.000.00.00.H44|Bổ nhiệm và cấp thẻ giám định viên tư pháp
Sở Tư pháp|6265|2020.GDTP.002|Mở|Đã map|Miễn nhiệm giám định viên tư pháp|38|2.000228.000.00.00.H44|Thủ tục miễn nhiệm giám định viên tư pháp
Sở Tư pháp|6361|2020.GDTP.005|Mở|Chưa map|Đăng ký hoạt động của Văn phòng giám định tư pháp|39||
Sở Giao thông Vận tải|6402|2020.PTNL.38|Mở|Đã map|Di chuyển đăng ký xe máy chuyên dùng ở khác tỉnh, thành phố trực thuộc Trung ương 1|40||
Sở Tư pháp|7103|2020.GDTP.006|Mở|Đã map|Thay đổi, bổ sung lĩnh vực giám định của Văn phòng giám định tư pháp|41||
Sở Tư pháp|7105|2020.GDTP.007|Mở|Đã map|Chuyển đổi loại hình Văn phòng Giám định tư pháp|42|1.001344.000.00.00.H44|Chuyển đổi loại hình Văn phòng giám định tư pháp
Sở Kế hoạch và Đầu tư|7901|2020.TLHDDN.06.|Mở|Đã map|Đăng ký thành lập doanh nghiệp tư nhân|43|2.001610.000.00.00.H44|Đăng ký thành lập doanh nghiệp tư nhân
Sở Kế hoạch và Đầu tư|8001|2020.TLHDDN.55.|Mở|Đã map|Đăng ký thay đổi thành viên hợp danh|44|2.002011.000.00.00.H44|Đăng ký thay đổi thành viên hợp danh
Sở Kế hoạch và Đầu tư|8181|2020.TLHDDN.12.|Mở|Đã map|Đăng ký thay đổi chủ doanh nghiệp tư nhân trong trường hợp bán, tặng cho doanh nghiệp, chủ doanh nghiệp chết, mất tích|45||
Sở Kế hoạch và Đầu tư|8241|2020.TLHDDN.21.|Mở|Đã map|Chấm dứt hoạt động chi nhánh, văn phòng đại diện, địa điểm kinh doanh|46||
Sở Kế hoạch và Đầu tư|8261|2020.TLHDDN.46.|Mở|Đã map|Thông báo tạm ngừng kinh doanh|47||
Sở Kế hoạch và Đầu tư|8361|2020.TLHDDN.28.|Mở|Đã map|Đăng ký thay đổi người đại diện theo pháp luật của công ty trách nhiệm hữu hạn, công ty cổ phần|48||
Sở Kế hoạch và Đầu tư|8421|2020.TLHDDN.19.|Mở|Đã map|Giải thể doanh nghiệp|49|2.002023.000.00.00.H44|Giải thể doanh nghiệp
Sở Thông tin và Truyền thông|16768|2020STTTT_PTTT56|Mở|Đã map|Cấp Giấy phép thiết lập trang thông tin điện tử tổng hợp;|50|2.001098.000.00.00.H44|Cấp giấy phép thiết lập trang thông tin điện tử tổng hợp(địa phương)
Sở Thông tin và Truyền thông|16769|2020STTTT_PTTT02|Mở|Đã map|Sửa đổi, bổ sung giấy phép thiết lập trang thông tin điện tử tổng hợp;|51||
Sở Thông tin và Truyền thông|16770|2020STTTT_PTTT03|Mở|Đã map|Gia hạn giấy phép thiết lập trang thông tin điện tử tổng hợp;|52|2.001091.000.00.00.H44|Gia hạn giấy phép thiết lập trang thông tin điện tử tổng hợp (địa phương)
Sở Thông tin và Truyền thông|16771|2020STTTT_PTTT04|Mở|Đã map|Cấp lại Giấy phép thiết lập trang thông tin điện tử tổng hợp;|53|2.001087.000.00.00.H44|Cấp lại giấy phép thiết lập trang thông tin điện tử tổng hợp (địa phương)
Sở Kế hoạch và Đầu tư|16802|2020.HDHTX.09.|Mở|Đã map|Đăng ký liên hiệp hợp tác xã|54||
Sở Kế hoạch và Đầu tư|16803|2020.HDHTX.03.|Mở|Đã map|Đăng ký thành lập chi nhánh, văn phòng đại diện, địa điểm kinh doanh của liên hiệp hợp tác xã|55||
Sở Kế hoạch và Đầu tư|16804|2020.HDHTX.08|Mở|Đã map|Đăng ký thay đổi tên, địa chỉ trụ sở chính, ngành, nghề sản xuất, kinh doanh, vốn điều lệ, người đại diện theo pháp luật; tên, địa chỉ, người đại diện chi nhánh, văn phòng đại diện của liên hiệp hợp tác xã|56||
Sở Kế hoạch và Đầu tư|16805|2020.HDHTX.04.|Mở|Đã map|Đăng ký khi liên hiệp hợp tác xã chia|57|1.005122.000.00.00.H44|Đăng ký khi liên hiệp hợp tác xã chia
Sở Kế hoạch và Đầu tư|16806|2020.HDHTX.05.|Mở|Đã map|Đăng ký khi liên hiệp hợp tác xã sáp nhập|58|1.005056.000.00.00.H44|Đăng ký khi liên hiệp hợp tác xã sáp nhập
Sở Kế hoạch và Đầu tư|16807|2020.HDHTX.07.|Mở|Đã map|Đăng ký thay đổi nội dung đăng ký liên hiệp hợp tác xã|59|1.005003.000.00.00.H44|Đăng ký thay đổi nội dung đăng ký liên hiệp hợp tác xã
Sở Kế hoạch và Đầu tư|16808|2020.HDHTX.10.|Mở|Đã map|Thông báo về việc góp vốn, mua cổ phần, thành lập doanh nghiệp của liên hiệp hợp tác xã|60||
Sở Kế hoạch và Đầu tư|16809|2020.HDHTX.11.|Mở|Đã map|Tạm ngừng hoạt động của liên hiệp hợp tác xã, chi nhánh, văn phòng đại diện, địa điểm kinh doanh của liên hiệp hợp tác xã|61||
Sở Kế hoạch và Đầu tư|16810|2020.HDHTX.14.|Mở|Đã map|Chấm dứt hoạt động của chi nhánh, văn phòng đại diện, địa điểm kinh doanh của liên hiệp hợp tác xã|62||
Sở Kế hoạch và Đầu tư|16812|2020.HDHTX.06.|Mở|Đã map|Cấp lại giấy chứng nhận đăng ký liên hiệp hợp tác xã, giấy chứng nhận đăng ký chi nhánh, văn phòng đại diện, địa điểm kinh doanh của liên hiệp hợp tác xã (Trong trường hợp bị mất hoặc bị hư hỏng)|63||
Sở Kế hoạch và Đầu tư|17201|2020.HDHTX.13.|Mở|Đã map|Đăng ký thay đổi nội dung đăng ký chi nhánh, văn phòng đại diện, địa điểm kinh doanh của liên hiệp hợp tác xã|64||
UBND Thành phố Việt Trì|17346|2018.GDDT.029|Mở|Chưa map|Chuyển trường đối với học sinh trung học cơ sở|65|1.004831.000.00.00.H44|Chuyển trường đối với học sinh trung học cơ sở
Sở Giao thông Vận tải|18102|2020.KCHT.08|Mở|Đã map|Cấp phép thi công nút giao đấu nối vào quốc lộ|66|1.001061.000.00.00.H44|Cấp phép thi công nút giao đấu nối vào quốc lộ
Sở Giao thông Vận tải|18111|2020.KCHT.06|Mở|Đã map|Gia hạn Chấp thuận thiết kế kỹ thuật và phương án tổ chức giao thông của nút giao đường nhánh đấu nối vào Quốc lộ &#40;đường từ cấp IV trở xuống&#41;|67||
Sở Giáo dục và Đào tạo|18205|2020SGDDT_GDDT59.|Mở|Đã map|Xếp hạng trung tâm giáo dục thường xuyên.|68|1.000729.000.00.00.H44|Xếp hạng Trung tâm giáo dục thường xuyên
Sở Giáo dục và Đào tạo|18207|2020SGDDT_GDDT15.|Mở|Đã map|Sáp nhập, chia tách trung tâm ngoại ngữ, tin học.|69||
Sở Tài nguyên và Môi trường|18342|2020.MT.05|Mở|Đã map|Thủ tục: Thẩm định, phê duyệt báo cáo đánh giá tác động môi trường/ Thẩm định, phê duyệt lại báo cáo đánh giá tác động môi trường.|70||
Sở Tài nguyên và Môi trường|18344|2020.MT.03|Mở|Đã map|Thủ tục: Đăng ký Kế hoạch bảo vệ môi trường|71||
Sở Tài nguyên và Môi trường|18382|2020.DD.17|Mở|Đã map|Thủ tục: Đăng ký, cấp Giấy chứng nhận quyền sử dụng đất, quyền sở hữu nhà ở và tài sản khác gắn liền với đất lần đầu đối với tài sản gắn liền với đất mà chủ sở hữu không đồng thời là người sử dụng đất|72||
Sở Văn hóa, Thể thao và Du lịch|18969|2020.TDTT.006|Mở|Đã map|Thủ tục đăng cai giải thi đấu, trận thi đấu thể thao thành tích cao khác do liên đoàn thể thao tỉnh, thành phố trực thuộc trung ương tổ chức|73||
Sở Văn hóa, Thể thao và Du lịch|18970|2020.TDTT.001|Mở|Đã map|Thủ tục cấp giấy chứng nhận đủ điều kiện kinh doanh hoạt động thể thao đối với câu lạc bộ thể thao chuyên nghiệp|74||
Sở Văn hóa, Thể thao và Du lịch|18974|2020.TDTT.022|Mở|Đã map|Thủ tục cấp Giấy chứng nhận đủ điều kiện kinh doanh hoạt động thể thao đối với môn Vũ đạo thể thao giải trí |75|1.000594.000.00.00.H44|Thủ tục cấp Giấy chứng nhận đủ điều kiện kinh doanh hoạt động thể thao đối với môn Vũ đạo thể thao giải trí
Sở Văn hóa, Thể thao và Du lịch|18975|2020.TDTT.013|Mở|Đã map|Thủ tục cấp Giấy chứng nhận đủ điều kiện kinh hoạt động thể thao đối với môn Bơi, Lặn |76||
Sở Văn hóa, Thể thao và Du lịch|18976|2020.TDTT.017|Mở|Đã map|Thủ tục cấp Giấy chứng nhận đủ điều kiện kinh doanh hoạt động thể thao đối với môn Khiêu vũ thể thao|77|1.000814.000.00.00.H44|Thủ tục cấp Giấy chứng nhận đủ điều kiện kinh doanh hoạt động thể thao đối với môn Khiêu vũ thể thao
Sở Văn hóa, Thể thao và Du lịch|18978|2020.TDTT.026|Mở|Đã map|Thủ tục cấp Giấy chứng nhận đủ điều kiện kinh doanh hoạt động thể thao đối với môn Quần vợt |78|1.000501.000.00.00.H44|Thủ tục cấp Giấy chứng nhận đủ điều kiện kinh doanh hoạt động thể thao đối với môn Quần vợt
Sở Văn hóa, Thể thao và Du lịch|18979|2020.TDTT.018|Mở|Đã map|Thủ tục cấp Giấy chứng nhận đủ điều kiện kinh doanh hoạt động thể thao đối với môn Thể dục thẩm mỹ |79|1.000644.000.00.00.H44|Thủ tục cấp Giấy chứng nhận đủ điều kiện kinh doanh hoạt động thể thao đối với môn Thể dục thẩm mỹ
Sở Văn hóa, Thể thao và Du lịch|18980|2020.TDTT.016|Mở|Chưa map|Thủ tục cấp Giấy chứng nhận đủ điều kiện kinh doanh hoạt động thể thao đối với môn Dù lượn và Diều bay|80|1.000830.000.00.00.H44|Thủ tục cấp Giấy chứng nhận đủ điều kiện kinh doanh hoạt động thể thao đối với môn Dù lượn và Diều bay
Sở Văn hóa, Thể thao và Du lịch|18982|2020.TDTT.011|Mở|Đã map|Thủ tục cấp Giấy chứng nhận đủ điều kiện kinh doanh hoạt động thể thao đối với môn Taekwondo |81|1.001195.000.00.00.H44|Thủ tục cấp Giấy chứng nhận đủ điều kiện kinh doanh hoạt động thể thao đối với môn Taekwondo
Sở Văn hóa, Thể thao và Du lịch|18984|2020.TDTT.012|Mở|Đã map|Thủ tục cấp Giấy chứng nhận đủ điều kiện kinh doanh hoạt động thể thao tổ đối với môn Karate |82||
Sở Văn hóa, Thể thao và Du lịch|18985|2020.TDTT.021|Mở|Đã map|Thủ tục cấp Giấy chứng nhận đủ điều kiện kinh doanh hoạt động thể thao đối với môn Lân sư rồng |83|2.002188.000.00.00.H44|Thủ tục Cấp Giấy chứng nhận đủ điều kiện kinh doanh hoạt động thể thao đối với môn Lân Sư Rồng
Sở Văn hóa, Thể thao và Du lịch|18986|2020.TDTT.019|Mở|Đã map|Thủ tục cấp Giấy chứng nhận đủ điều kiện kinh doanh hoạt động thể thao đối với môn Judo |84|1.000842.000.00.00.H44|Thủ tục cấp Giấy chứng nhận đủ điều kiện kinh doanh hoạt động thể thao đối với môn Judo
Sở Văn hóa, Thể thao và Du lịch|18987|2020.TDTT.025|Mở|Đã map|Thủ tục cấp Giấy chứng nhận đủ điều kiện kinh doanh hoạt động thể thao đối với môn Bóng đá |85|1.000518.000.00.00.H44|Thủ tục cấp Giấy chứng nhận đủ điều kiện kinh doanh hoạt động thể thao đối với môn Bóng đá
Sở Văn hóa, Thể thao và Du lịch|18988|2020.TDTT.015|Mở|Đã map|Thủ tục cấp Giấy chứng nhận đủ điều kiện kinh doanh hoạt động thể thao đối với môn Bóng bàn |86|1.000847.000.00.00.H44|Thủ tục cấp Giấy chứng nhận đủ điều kiện kinh doanh hoạt động thể thao đối với môn Bóng bàn
Sở Văn hóa, Thể thao và Du lịch|18989|2020.TDTT.010|Mở|Đã map|Thủ tục cấp Giấy chứng nhận đủ điều kiện kinh doanh hoạt động thể thao đối với môn Cầu lông|87|1.000920.000.00.00.H44|Thủ tục cấp Giấy chứng nhận đủ điều kiện kinh doanh hoạt động thể thao đối với môn Cầu lông
Sở Văn hóa, Thể thao và Du lịch|18990|2020.TDTT.027|Mở|Đã map|Thủ tục cấp Giấy chứng nhận đủ điều kiện kinh doanh hoạt động thể thao đối với môn Patin |88|1.000485.000.00.00.H44|Thủ tục cấp giấy chứng nhận đủ điều kiện kinh doanh hoạt động thể thao đối với môn Patin
UBND Huyện Tân Sơn|19660|2018.CNTD.01|Mở|Đã map|Cấp giấy phép sản xuất rượu thủ công nhằm mục đích kinh doanh|89|2.000633.000.00.00.H44|Cấp Giấy phép sản xuất rượu thủ công nhằm mục đích kinh doanh
UBND Huyện Thanh Thủy|19981|2018.GDDT.029|Mở|Đã map|Chuyển trường đối với học sinh trung học cơ sở|90|1.004831.000.00.00.H44|Chuyển trường đối với học sinh trung học cơ sở
UBND Huyện Tân Sơn|19984|2018.GDDT.029|Mở|Đã map|Chuyển trường đối với học sinh trung học cơ sở|91|1.004831.000.00.00.H44|Chuyển trường đối với học sinh trung học cơ sở
UBND Huyện Tân Sơn|21529|2018.CT.12|Mở|Chưa map|Thủ tục chứng thực văn bản khai nhận di sản mà di sản là động sản|92|2.001052.000.00.00.H44|Thủ tục chứng thực văn bản khai nhận di sản mà di sản là động sản
UBND Huyện Tân Sơn|21747|2018.LTHH.05|Mở|Chưa map|Cấp sửa đổi, bổ sung Giấy phép kinh doanh bán lẻ sản phẩm rượu|93||
UBND Huyện Lâm Thao|22478|2019C.TNMT.017|Mở|Chưa map|Phê duyệt phương án bồi thường hỗ trợ, tái định cư |94||
UBND Huyện Lâm Thao|22551|2020.TNMT.006|Mở|Đã map|Cấp đổi Giấy chứng nhận quyền sử dụng đất, quyền sở hữu nhà ở và tài sản khác gắn liền với đất|95|1.002989.000.00.00.H44|Thủ tục cấp đổi Giấy chứng nhận quyền sử dụng đất quyền sở hữu nhà ở và tài sản khác gắn liền với đất
UBND Huyện Lâm Thao|22574|HDDN02|Mở|Đã map|Đăng ký thay đổi nội dung đăng ký hộ kinh doanh|96|2.000720.000.00.00.H44|Đăng ký thay đổi nội dung đăng ký hộ kinh doanh
UBND Huyện Lâm Thao|22790|2018.SDD.025|Mở|Đã map|Đăng ký biến động quyền sử dụng đất, quyền sở hữu tài sản gắn liền với đất trong các trường hợp chuyển nhượng, cho thuê, cho thuê lại, thừa kế, tặng cho, góp vốn bằng quyền sử dụng đất, quyền sở hữu tài sản gắn liền với đất; chuyển quyền sử dụng đất, quyền sở hữu tài sản gắn liền với đất của vợ hoặc chồng thành của chung vợ và chồng; tăng thêm diện tích do nhận chuyển nhượng, thừa kế, tặng cho quyền sử dụng đất đã có Giấy chứng nhận|97||
UBND Huyện Lâm Thao|22850|2018.SDD.001|Mở|Đã map|Thủ tục đăng ký quyền sử dụng đất lần đầu|98|2.000348.000.00.00.H44|Thủ tục đăng ký quyền sử dụng đất lần đầu
UBND Huyện Lâm Thao|22862|2020.TNMT.026|Mở|Đã map|Đăng ký biến động về sử dụng đất, tài sản gắn liền với đất do thay đổi thông tin về người được cấp Giấy chứng nhận (đổi tên hoặc giấy tờ pháp nhân, giấy tờ nhân thân, địa chỉ); giảm diện tích thửa đất do sạt lở tự nhiên; thay đổi về hạn chế quyền sử dụng đất; thay đổi về nghĩa vụ tài chính; thay đổi về tài sản gắn liền với đất so với nội dung đã đăng ký, cấp Giấy chứng nhận|99||
UBND Huyện Lâm Thao|22886|2018.SDD.016|Mở|Chưa map|Thủ tục chuyển đổi quyền sử dụng đất nông nghiệp của hộ gia đình, cá nhân|100||
UBND Huyện Lâm Thao|23030|2019C.TNMT.020|Mở|Đã map|Gia hạn sử dụng đất đối với hộ gia đình, cá nhân|101||
UBND Huyện Lâm Thao|23186|2018.TNMT.024|Mở|Đã map|Chuyển mục đích sử dụng đất phải được phép của cơ quan nhà nước có thẩm quyền đối với hộ gia đình, cá nhân|102||
Ban Quản lý các KCN|23566|2020BQLKCN_LD09|Mở|Đã map|Cấp giấy phép lao động cho người lao động nước ngoài làm việc tại Việt Nam|103|2.000205.000.00.00.H44|Cấp giấy phép lao động cho người lao động nước ngoài làm việc tại Việt Nam
Ban Quản lý các KCN|23567|2020BQLKCN_LD10|Mở|Đã map|Cấp lại giấy phép lao động cho người lao động nước ngoài làm việc tại Việt Nam|104|2.000192.000.00.00.H44|Cấp lại giấy phép lao động cho người lao động nước ngoài làm việc tại Việt Nam
Ban Quản lý các KCN|23568|2020BQLKCN_LD11|Mở|Đã map|Xác nhận người lao động không thuộc diện cấp giấy phép lao động|105||
Ban Quản lý các KCN|23569|2020BQLKCN_LD12|Mở|Đã map|Báo cáo giải trình nhu cầu, thay đổi nhu cầu sử dụng lao động nước ngoài|106||
Ban Quản lý các KCN|23580|2021BQLKCN_DTVN_18|Mở|Đã map|Đổi Giấy chứng nhận đăng ký đầu tư |107||
Ban Quản lý các KCN|23581|2021BQLKCN_DTVN_21|Mở|Chưa map|Chấm dứt hoạt động Văn phòng điều hành của nhà đầu tư nước ngoài trong hợp đồng BCC|108|2.001047.000.00.00.H44|Chấm dứt hoạt động văn phòng điều hành của nhà đầu tư nước ngoài trong hợp đồng BCC
Ban Quản lý các KCN|23582|2021BQLKCN_DTVN_20|Mở|Chưa map|Thành lập Văn phòng điều hành của nhà đầu tư nước ngoài trong hợp đồng BCC|109|2.001056.000.00.00.H44|Thành lập văn phòng điều hành của nhà đầu tư nước ngoài trong hợp đồng BCC
Ban Quản lý các KCN|23583|2021BQLKCN_DTVN_16|Mở|Đã map|Chấm dứt hoạt động của dự án đầu tư|110|2.001083.000.00.00.H44|Chấm dứt hoạt động của dự án đầu tư
Ban Quản lý các KCN|23584|2021BQLKCN_DTVN_15|Mở|Chưa map|Ngừng hoạt động của dự án đầu tư|111|1.003096.000.00.00.H44|Tạm ngừng hoạt động của dự án đầu tư
Ban Quản lý các KCN|23602|2021BQLKCN_DTVN_17|Mở|Đã map|Cấp lại hoặc hiệu đính Giấy chứng nhận đăng ký đầu tư|112||
Ban Quản lý các KCN|23603|2021BQLKCN_DTVN_10|Mở|Chưa map|Điều chỉnh dự án đầu tư theo bản án, quyết định của tòa án, trọng tài đối với dự án đầu tư đã được cấp Giấy chứng nhận đăng ký đầu tư và không thuộc diện chấp thuận chủ trương đầu tư hoặc dự án đã được chấp thuận chủ trương đầu tư nhưng không thuộc trường hợp quy định tại khoản 3 Điều 41 của Luật Đầu tư &#40;Khoản 4 Điều 54 Nghị định số 31/2021/NĐ- CP&#41;|113||
Ban Quản lý các KCN|23604|2021BQLKCN_DTVN_04|Mở|Đã map|Điều chỉnh dự án đầu tư trong trường hợp chia, tách, sáp nhập dự án đầu tư đối với dự án đầu tư thuộc thẩm quyền chấp thuận chủ trương đầu tư của UBND cấp tỉnh hoặc Ban Quản lý|114||
Ban Quản lý các KCN|23633|2021BQLKCN_DTVN_12|Mở|Đã map|Cấp Giấy chứng nhận đăng ký đầu tư đối với dự án không thuộc diện chấp thuận chủ trương đầu tư|115||
Sở Khoa học và Công nghệ|23637|2020SKHCN_KHCN01.|Mở|Đã map|Thủ tục cấp Giấy chứng nhận đăng ký hoạt động lần đầu cho tổ chức khoa học và công nghệ|116||
Ban Quản lý các KCN|23641|2021BQLKCN_DTVN_14|Mở|Đã map|Điều chỉnh dự án đầu tư trong trường hợp dự án đã được cấp Giấy chứng nhận đăng ký đầu tư và không thuộc diện chấp thuận điều chỉnh chủ trương đầu tư|117||
Ban Quản lý các KCN|23642|2021BQLKCN_DTVN_01|Mở|Chưa map|Điều chỉnh dự án đầu tư thuộc thẩm quyền chấp thuận chủ trương đầu tư của UBND cấp tỉnh|118||
Sở Công Thương|24162|2020.CNTD.08.|Mở|Đã map|Cấp Giấy chứng nhận đủ điều kiện đầu tư trồng cây thuốc lá|119|2.000637.000.00.00.H44|Cấp Giấy chứng nhận đủ điều kiện đầu tư trồng cây thuốc lá
Sở Giáo dục và Đào tạo|24188|2020SGDDT_GDDT33.|Mở|Đã map|Cho phép trường trung học phổ thông hoạt động giáo dục|120|1.005074.000.00.00.H44|Cho phép trường trung học phổ thông hoạt động giáo dục
Sở Giáo dục và Đào tạo|24189|2020SGDDT_GDDT02|Mở|Đã map|Thủ tục sáp nhập, chia, tách trường trung học phổ thông.|121||
Sở Giáo dục và Đào tạo|24202|2020SGDDT_GDDT37.|Mở|Chưa map|Cho phép trường phổ thông dân tộc nội trú có cấp học cao nhất là trung học phổ thông hoạt động giáo dục.|122|1.005081.000.00.00.H44|Cho phép trường phổ thông dân tộc nội trú có cấp học cao nhất là trung học phổ thông hoạt động giáo dục
Sở Giáo dục và Đào tạo|24203|2020SGDDT_GDDT07|Mở|Đã map|Thành lập trường phổ thông dân tộc nội trú.|123|1.005084.000.00.00.H44|Thành lập trường phổ thông dân tộc nội trú
